GISJOIN,GEOGYEAR,STATE,STATEA,COUNTY,COUNTYA,TRACTA,CL8AA1990,CL8AA1990L,CL8AA1990U,CL8AA2000,CL8AA2000L,CL8AA2000U,CL8AA2010,CM1AA1990,CM1AA1990L,CM1AA1990U,CM1AA2000,CM1AA2000L,CM1AA2000U,CM1AA2010,CM1AB1990,CM1AB1990L,CM1AB1990U,CM1AB2000,CM1AB2000L,CM1AB2000U,CM1AB2010,CM1AC1990,CM1AC1990L,CM1AC1990U,CM1AC2000,CM1AC2000L,CM1AC2000U,CM1AC2010,CM1AD1990,CM1AD1990L,CM1AD1990U,CM1AD2000,CM1AD2000L,CM1AD2000U,CM1AD2010,CM1AE1990,CM1AE1990L,CM1AE1990U,CM1AE2000,CM1AE2000L,CM1AE2000U,CM1AE2010,CM1AF1990,CM1AF1990L,CM1AF1990U,CM1AF2000,CM1AF2000L,CM1AF2000U,CM1AF2010,CM1AG1990,CM1AG2000,CM1AG2000L,CM1AG2000U,CM1AG2010,CY8AA1990,CY8AA1990L,CY8AA1990U,CY8AA2000,CY8AA2000L,CY8AA2000U,CY8AA2010,CY8AB1990,CY8AB1990L,CY8AB1990U,CY8AB2000,CY8AB2000L,CY8AB2000U,CY8AB2010,CY8AC1990,CY8AC1990L,CY8AC1990U,CY8AC2000,CY8AC2000L,CY8AC2000U,CY8AC2010,CY8AD1990,CY8AD1990L,CY8AD1990U,CY8AD2000,CY8AD2000L,CY8AD2000U,CY8AD2010,CY8AE1990,CY8AE1990L,CY8AE1990U,CY8AE2000,CY8AE2000L,CY8AE2000U,CY8AE2010,CY8AF1990,CY8AF1990L,CY8AF1990U,CY8AF2000,CY8AF2000L,CY8AF2000U,CY8AF2010,CM7AA1990,CM7AA1990L,CM7AA1990U,CM7AA2000,CM7AA2000L,CM7AA2000U,CM7AA2010,CN1AA1990,CN1AA1990L,CN1AA1990U,CN1AA2000,CN1AA2000L,CN1AA2000U,CN1AA2010,CN1AB1990,CN1AB1990L,CN1AB1990U,CN1AB2000,CN1AB2000L,CN1AB2000U,CN1AB2010
G3400290717300,2010,New Jersey,34,Ocean County,029,717300,2490,2490,2490,4336,4336,4336,5848,2388,2388,2388,3994,3994,3994,5192,42,42,42,167,167,167,304,4,4,4,12,12,12,3,42,42,42,88,88,88,210,0,0,0,1,1,1,5,14,14,14,13,13,13,42,NA,61,61,61,92,2327,2327,2327,3890,3890,3890,4905,42,42,42,150,150,150,307,4,4,4,6,6,6,2,42,42,42,87,87,87,221,0,0,0,1,1,1,4,75,75,75,202,202,202,409,920,920,920,1377,1377,1377,1854,710,710,710,1228,1228,1228,1640,107,107,107,89,89,89,123
G3400290717400,2010,New Jersey,34,Ocean County,029,717400,3965,3965,4071,4562,4562,4562,5582,3868,3868,3974,4313,4313,4313,5052,53,53,53,86,86,86,217,6,6,6,9,9,9,13,27,27,27,36,36,36,119,1,1,1,0,0,0,1,10,10,10,44,44,44,61,NA,74,74,74,119,3778,3778,3884,4225,4225,4225,4848,53,53,53,86,86,86,245,6,6,6,5,5,5,10,28,28,28,37,37,37,125,1,1,1,5,5,5,6,99,99,99,204,204,204,348,1705,1705,1734,1824,1824,1824,2152,1423,1423,1448,1526,1526,1526,1791,161,161,163,197,197,197,227
G3400290717501,2010,New Jersey,34,Ocean County,029,717501,6240.97,6237,6304,7695,7695,7695,7510,5753.56,5750,5810,6986,6986,6986,6642,311.42,311,318,380,380,380,427,2,2,2,3,3,3,3,109,109,109,134,134,134,121,2,2,2,1,1,1,3,63,63,63,74,74,74,143,NA,117,117,117,171,5503.14,5500,5553,6677,6677,6677,6190,297.3,297,302,388,388,388,448,2,2,2,1,1,1,3,108,108,108,121,121,121,123,5,5,5,3,3,3,16,325.53,325,334,505,505,505,730,2396.96,2395,2428,2978,2978,2978,3058,1935.01,1934,1951,2302,2302,2302,2518,308.89,308,323,598,598,598,441
G3400290717502,2010,New Jersey,34,Ocean County,029,717502,3141,3035,3141,3490,3490,3490,6862,3038,2932,3038,3180,3180,3180,6255,70,70,70,124,124,124,259,3,3,3,0,0,0,1,23,23,23,39,39,39,140,0,0,0,0,0,0,0,7,7,7,32,32,32,93,NA,115,115,115,114,2945,2839,2945,3114,3114,3114,5917,69,69,69,116,116,116,273,2,2,2,12,12,12,0,23,23,23,41,41,41,142,0,0,0,0,0,0,9,102,102,102,207,207,207,521,1086,1057,1086,1202,1202,1202,2973,882,857,882,1012,1012,1012,2499,140,138,140,151,151,151,321
G3400290718000,2010,New Jersey,34,Ocean County,029,718000,6005,6005,6005,7275,7275,7275,8421,5739,5739,5739,6831,6831,6831,7932,172,172,172,167,167,167,152,19,19,19,10,10,10,27,24,24,24,53,53,53,73,3,3,3,1,1,1,2,48,48,48,99,99,99,104,NA,114,114,114,131,5639,5639,5639,6752,6752,6752,7664,157,157,157,176,176,176,152,13,13,13,10,10,10,19,26,26,26,56,56,56,80,0,0,0,1,1,1,8,170,170,170,280,280,280,498,2200,2200,2200,2628,2628,2628,3067,1692,1692,1692,2133,2133,2133,2564,397,397,397,377,377,377,372
G3400290720001,2010,New Jersey,34,Ocean County,029,720001,3565,3561,3565,4378.98,4373,4379,4422,3511,3507,3511,4279.98,4274,4280,4196,21,21,21,28,28,28,91,3,3,3,5,5,5,5,23,23,23,30,30,30,54,0,0,0,0,0,0,2,7,7,7,11,11,11,24,NA,25,25,25,50,3452,3448,3452,4236.98,4231,4237,4117,19,19,19,36,36,36,105,3,3,3,5,5,5,4,22,22,22,30,30,30,55,0,0,0,0,0,0,3,69,69,69,71,71,71,138,2076,2075,2076,2265.99,2264,2266,2365,1563,1562,1563,1817.99,1816,1818,1783,55,55,55,309,309,309,323
G3400290720101,2010,New Jersey,34,Ocean County,029,720101,4830.71,4830,4890,5255.68,5255,5311,5846,4408.71,4408,4468,4839.67,4839,4894,5221,360,360,360,250.01,250,251,372,20,20,20,4,4,4,8,17,17,17,43,43,43,74,0,0,0,0,0,0,2,25,25,25,65,65,65,86,NA,54,54,54,83,4325.71,4325,4385,4773.67,4773,4828,5012,336,336,336,260.01,260,261,381,16,16,16,4,4,4,5,15,15,15,42,42,42,68,3,3,3,0,0,0,7,135,135,135,176,176,176,373,3187.57,3187,3234,3434.5,3434,3475,3843,2726.46,2726,2765,2628.39,2628,2660,2577,146.03,146,148,420.04,420,423,701
G3400290720102,2010,New Jersey,34,Ocean County,029,720102,3629.81,3562,3693,3755.78,3693,3817,3389,3613.5,3546,3675,3688.46,3627,3747,3273,10,10,10,33.99,33,34,58,1,1,1,2,2,2,4,4.31,4,6,13.33,13,16,22,0,0,0,0,0,0,1,1,1,1,2,2,2,10,NA,16,16,16,21,3600.5,3533,3662,3674.46,3613,3733,3230,10,10,10,34.99,34,35,58,1,1,1,2,2,2,4,4.31,4,6,13.33,13,16,25,0,0,0,0,0,0,4,14,14,14,31,31,31,68,2574.54,2523,2612,2735,2690,2772,2866,2265.5,2222,2302,2280,2244,2316,2018,76.97,75,77,160.96,158,161,415
G3400290720103,2010,New Jersey,34,Ocean County,029,720103,3806.48,3744,3815,4095.54,4035,4103,4812,3791.79,3731,3800,4036.87,3979,4044,4642,8,8,8,21,21,21,66,1,1,1,4,4,4,2,5.69,4,6,11.67,9,12,52,0,0,0,0,0,0,0,0,0,0,0,0,0,17,NA,22,22,22,33,3770.79,3710,3779,4007.87,3950,4015,4581,8,8,8,20,20,20,68,1,1,1,4,4,4,2,5.69,4,6,11.67,9,12,52,0,0,0,0,0,0,2,21,21,21,52,52,52,107,2614.89,2578,2620,2959.5,2923,2964,3573,2333.04,2297,2338,2546.61,2511,2551,2938,64,64,64,84,84,84,137
G3400290720202,2010,New Jersey,34,Ocean County,029,720202,4112.08,4112,6123,4198.07,4198,4201,3686,3660.08,3660,5658,3773.07,3773,3776,3216,430,430,440,305,305,305,295,0,0,1,1,1,1,3,5,5,7,46,46,46,89,0,0,0,4,4,4,0,17,17,17,26,26,26,41,NA,43,43,43,42,3633.08,3633,5614,3754.07,3754,3757,3092,424,424,434,322,322,322,310,0,0,1,1,1,1,3,4,4,6,48,48,48,89,2,2,2,3,3,3,7,49,49,66,70,70,70,185,2597.05,2597,3795,2727.06,2727,2729,2576,2192.04,2192,3229,2371.06,2371,2373,1972,88,88,124,150,150,150,270
G3400290720203,2010,New Jersey,34,Ocean County,029,720203,3667.92,1657,3668,3840.93,3838,3841,4251,3564.92,1567,3565,3557.93,3555,3558,3834,50,40,50,131,131,131,182,2,1,2,1,1,1,2,22,20,22,67,67,67,99,0,0,0,0,0,0,5,29,29,29,42,42,42,74,NA,42,42,42,55,3478.92,1498,3479,3500.93,3498,3501,3679,50,40,50,138,138,138,192,2,1,2,1,1,1,2,22,20,22,62,62,62,102,0,0,0,1,1,1,2,115,98,115,138,138,138,274,1728.95,531,1729,1779.94,1778,1780,2009,1479.96,443,1480,1616.94,1615,1617,1762,85,49,85,80,80,80,101
G3400290720204,2010,New Jersey,34,Ocean County,029,720204,4132,4132,4132,4743,4743,4743,5819,3981,3981,3981,4321,4321,4321,4957,93,93,93,172,172,172,313,2,2,2,18,18,18,8,35,35,35,56,56,56,258,0,0,0,2,2,2,0,21,21,21,87,87,87,153,NA,87,87,87,130,3860,3860,3860,4178,4178,4178,4661,91,91,91,200,200,200,338,2,2,2,18,18,18,7,33,33,33,56,56,56,269,0,0,0,10,10,10,6,146,146,146,281,281,281,538,1518,1518,1518,1692,1692,1692,2054,1089,1089,1089,1275,1275,1275,1566,247,247,247,283,283,283,365
G3400290720205,2010,New Jersey,34,Ocean County,029,720205,2848,2848,2866,2592,2592,2604,2925,2823,2823,2841,2552,2552,2564,2820,19,19,19,23,23,23,58,1,1,1,0,0,0,0,4,4,4,7,7,7,20,1,1,1,1,1,1,0,0,0,0,4,4,4,6,NA,5,5,5,21,2802,2802,2820,2543,2543,2555,2775,19,19,19,23,23,23,61,1,1,1,0,0,0,0,3,3,3,8,8,8,22,0,0,0,0,0,0,0,23,23,23,18,18,18,67,1621,1621,1629,1688,1688,1694,1828,1461,1461,1465,1551,1551,1555,1605,29,29,30,38,38,39,74
G3400290720206,2010,New Jersey,34,Ocean County,029,720206,3238,3220,3238,3960,3948,3960,6407,3109,3091,3109,3749,3737,3749,6001,76,76,76,114,114,114,194,4,4,4,3,3,3,6,41,41,41,34,34,34,91,0,0,0,1,1,1,0,8,8,8,14,14,14,61,NA,45,45,45,54,3032,3014,3032,3675,3663,3675,5841,76,76,76,116,116,116,193,4,4,4,3,3,3,3,41,41,41,38,38,38,97,0,0,0,2,2,2,4,85,85,85,126,126,126,269,1572,1564,1572,2046,2040,2046,3515,1369,1365,1369,1787,1783,1787,3128,68,67,68,63,62,63,74
G3400290721000,2010,New Jersey,34,Ocean County,029,721000,3078,3078,3078,2522,2522,2522,2654,2607,2607,2607,2124,2124,2124,2050,296,296,296,198,198,198,287,13,13,13,16,16,16,17,78,78,78,59,59,59,56,6,6,6,2,2,2,6,78,78,78,69,69,69,97,NA,54,54,54,141,2486,2486,2486,2054,2054,2054,1909,287,287,287,190,190,190,326,11,11,11,16,16,16,5,77,77,77,59,59,59,62,2,2,2,2,2,2,5,215,215,215,201,201,201,347,1087,1087,1087,961,961,961,943,597,597,597,572,572,572,592,416,416,416,298,298,298,289
G3400290722001,2010,New Jersey,34,Ocean County,029,722001,684,684,684,3846,3846,3846,5022,589,589,589,3607,3607,3607,4443,68,68,68,110,110,110,270,1,1,1,4,4,4,5,7,7,7,68,68,68,145,0,0,0,1,1,1,0,19,19,19,25,25,25,74,NA,31,31,31,85,550,550,550,3486,3486,3486,4251,61,61,61,121,121,121,266,1,1,1,1,1,1,4,7,7,7,69,69,69,144,0,0,0,5,5,5,0,65,65,65,164,164,164,357,270,270,270,1860,1860,1860,2440,148,148,148,1685,1685,1685,1953,86,86,86,122,122,122,318
G3400290722002,2010,New Jersey,34,Ocean County,029,722002,5582,5582,5582,7749,7749,7749,8206,5464,5464,5464,7100,7100,7100,7141,19,19,19,198,198,198,363,2,2,2,8,8,8,24,73,73,73,250,250,250,368,0,0,0,4,4,4,1,24,24,24,80,80,80,188,NA,109,109,109,121,5354,5354,5354,6888,6888,6888,6792,18,18,18,207,207,207,352,2,2,2,7,7,7,17,62,62,62,257,257,257,365,0,0,0,1,1,1,13,146,146,146,389,389,389,667,2533,2533,2533,3022,3022,3022,3376,2216,2216,2216,2623,2623,2623,2770,132,132,132,263,263,263,395
G3400290722100,2010,New Jersey,34,Ocean County,029,722100,3451,3451,3451,5456,5456,5456,6666,3305,3305,3305,5113,5113,5113,5967,9,9,9,33,33,33,114,0,0,0,3,3,3,0,110,110,110,221,221,221,440,0,0,0,0,0,0,1,27,27,27,57,57,57,64,NA,29,29,29,80,3246,3246,3246,5047,5047,5047,5810,7,7,7,36,36,36,116,0,0,0,3,3,3,0,104,104,104,226,226,226,440,3,3,3,2,2,2,16,91,91,91,142,142,142,284,1314,1314,1314,2282,2282,2282,2744,1085,1085,1085,2053,2053,2053,2326,84,84,84,81,81,81,261
G3400290722200,2010,New Jersey,34,Ocean County,029,722200,2420,2420,2420,2606,2606,2606,2474,2398,2398,2398,2562,2562,2562,2380,5,5,5,10,10,10,31,0,0,0,2,2,2,0,17,17,17,18,18,18,28,0,0,0,1,1,1,0,0,0,0,5,5,5,11,NA,8,8,8,24,2377,2377,2377,2506,2506,2506,2279,5,5,5,9,9,9,33,0,0,0,2,2,2,0,17,17,17,19,19,19,28,0,0,0,1,1,1,4,21,21,21,69,69,69,130,1635,1635,1635,1698,1698,1698,1706,1416,1416,1416,1428,1428,1428,1310,93,93,93,167,167,167,205
G3400290722300,2010,New Jersey,34,Ocean County,029,722300,3058,3058,3058,3942,3942,3942,4032,2974,2974,2974,3756,3756,3756,3742,16,16,16,30,30,30,40,7,7,7,0,0,0,3,60,60,60,118,118,118,177,0,0,0,0,0,0,1,1,1,1,9,9,9,26,NA,29,29,29,43,2898,2898,2898,3692,3692,3692,3647,16,16,16,36,36,36,42,7,7,7,0,0,0,0,59,59,59,119,119,119,177,1,1,1,2,2,2,3,77,77,77,93,93,93,163,876,876,876,1177,1177,1177,1289,798,798,798,1097,1097,1097,1218,50,50,50,46,46,46,38
G3400290722401,2010,New Jersey,34,Ocean County,029,722401,5172,5172,5172,5543,5543,5543,5515,5063,5063,5063,5291,5291,5291,5204,29,29,29,45,45,45,68,15,15,15,3,3,3,4,48,48,48,86,86,86,85,0,0,0,0,0,0,0,17,17,17,49,49,49,47,NA,69,69,69,107,4952,4952,4952,5170,5170,5170,4928,28,28,28,50,50,50,97,15,15,15,4,4,4,1,43,43,43,85,85,85,82,1,1,1,10,10,10,10,133,133,133,224,224,224,397,2148,2148,2148,2244,2244,2244,2260,1395,1395,1395,1613,1613,1613,1621,395,395,395,366,366,366,355
G3400290722402,2010,New Jersey,34,Ocean County,029,722402,4003,4003,4003,4207,4207,4207,3955,3935,3935,3935,4096,4096,4096,3777,7,7,7,16,16,16,16,2,2,2,0,0,0,1,47,47,47,54,54,54,61,0,0,0,0,0,0,0,12,12,12,14,14,14,52,NA,27,27,27,48,3855,3855,3855,4027,4027,4027,3617,4,4,4,19,19,19,25,1,1,1,0,0,0,1,47,47,47,54,54,54,61,0,0,0,0,0,0,4,96,96,96,107,107,107,247,1794,1794,1794,1869,1869,1869,1904,1155,1155,1155,1373,1373,1373,1372,269,269,269,228,228,228,211
G3400290722500,2010,New Jersey,34,Ocean County,029,722500,1685,1685,1685,1785,1785,1785,1261,1674,1674,1674,1764,1764,1764,1240,1,1,1,2,2,2,3,1,1,1,2,2,2,5,5,5,5,9,9,9,9,3,3,3,0,0,0,0,1,1,1,0,0,0,2,NA,8,8,8,2,1657,1657,1657,1742,1742,1742,1220,1,1,1,7,7,7,3,1,1,1,1,1,1,5,6,6,6,9,9,9,9,0,0,0,0,0,0,0,20,20,20,26,26,26,24,3884,3884,3884,4119,4119,4119,4127,745,745,745,891,891,891,642,119,119,119,83,83,83,72
G3400290722600,2010,New Jersey,34,Ocean County,029,722600,3253,3253,3253,3131,3131,3131,3063,3180,3180,3180,2989,2989,2989,2892,8,8,8,20,20,20,36,1,1,1,2,2,2,0,46,46,46,59,59,59,54,1,1,1,1,1,1,0,17,17,17,25,25,25,38,NA,35,35,35,43,3117,3117,3117,2925,2925,2925,2767,8,8,8,21,21,21,46,1,1,1,1,1,1,0,45,45,45,60,60,60,54,0,0,0,4,4,4,1,82,82,82,120,120,120,195,1229,1229,1229,1255,1255,1255,1283,946,946,946,1020,1020,1020,1025,97,97,97,69,69,69,94
G3400290722701,2010,New Jersey,34,Ocean County,029,722701,4481,4481,4481,4874,4874,4874,4685,4288,4288,4288,4610,4610,4610,4419,48,48,48,53,53,53,38,1,1,1,3,3,3,5,132,132,132,145,145,145,135,0,0,0,0,0,0,1,12,12,12,19,19,19,33,NA,44,44,44,54,4200,4200,4200,4527,4527,4527,4272,48,48,48,62,62,62,39,1,1,1,3,3,3,5,123,123,123,146,146,146,140,0,0,0,0,0,0,3,109,109,109,136,136,136,226,1367,1367,1367,1548,1548,1548,1656,1242,1242,1242,1481,1481,1481,1482,42,42,42,42,42,42,142
G3400290722702,2010,New Jersey,34,Ocean County,029,722702,5037,5037,5037,4662,4662,4662,4474,4939,4939,4939,4485,4485,4485,4243,20,20,20,30,30,30,57,7,7,7,3,3,3,7,48,48,48,61,61,61,27,1,1,1,0,0,0,1,22,22,22,34,34,34,80,NA,49,49,49,59,4831,4831,4831,4394,4394,4394,4021,20,20,20,49,49,49,62,7,7,7,1,1,1,2,49,49,49,60,60,60,31,4,4,4,0,0,0,7,126,126,126,158,158,158,351,1528,1528,1528,1556,1556,1556,1522,1382,1382,1382,1435,1435,1435,1394,98,98,98,75,75,75,99
G3400290722800,2010,New Jersey,34,Ocean County,029,722800,3001,3001,3001,4738,4738,4738,4812,2799,2799,2799,3922,3922,3922,3617,47,47,47,170,170,170,197,21,21,21,34,34,34,33,90,90,90,246,246,246,381,1,1,1,6,6,6,11,43,43,43,231,231,231,448,NA,129,129,129,125,2673,2673,2673,3557,3557,3557,3029,44,44,44,168,168,168,199,19,19,19,9,9,9,6,91,91,91,258,258,258,402,1,1,1,10,10,10,7,173,173,173,736,736,736,1169,1354,1354,1354,1847,1847,1847,1859,550,550,550,1025,1025,1025,1012,596,596,596,730,730,730,667
G3400290722900,2010,New Jersey,34,Ocean County,029,722900,3819,3819,3819,4536,4536,4536,5061,3684,3684,3684,4019,4019,4019,4027,35,35,35,215,215,215,408,8,8,8,12,12,12,10,66,66,66,164,164,164,373,0,0,0,1,1,1,0,26,26,26,46,46,46,111,NA,79,79,79,132,3587,3587,3587,3854,3854,3854,3650,35,35,35,219,219,219,433,8,8,8,9,9,9,8,66,66,66,165,165,165,376,7,7,7,1,1,1,14,116,116,116,288,288,288,580,1307,1307,1307,1731,1731,1731,1997,910,910,910,922,922,922,943,353,353,353,701,701,701,989
G3400290723000,2010,New Jersey,34,Ocean County,029,723000,5420,5420,5420,5999,5999,5999,5408,5129,5129,5129,5221,5221,5221,4518,63,63,63,307,307,307,214,2,2,2,3,3,3,13,197,197,197,329,329,329,411,0,0,0,4,4,4,0,29,29,29,66,66,66,143,NA,69,69,69,109,5041,5041,5041,5051,5051,5051,4237,61,61,61,312,312,312,237,2,2,2,0,0,0,6,194,194,194,335,335,335,410,5,5,5,7,7,7,8,117,117,117,294,294,294,510,1873,1873,1873,1938,1938,1938,1966,1396,1396,1396,1460,1460,1460,1449,406,406,406,404,404,404,414
G3400290723100,2010,New Jersey,34,Ocean County,029,723100,4089,4089,4089,4132,4132,4132,4212,3878,3878,3878,3785,3785,3785,3715,150,150,150,160,160,160,220,8,8,8,2,2,2,23,31,31,31,100,100,100,98,0,0,0,0,0,0,0,22,22,22,30,30,30,94,NA,55,55,55,62,3780,3780,3780,3672,3672,3672,3512,145,145,145,172,172,172,218,8,8,8,1,1,1,13,31,31,31,104,104,104,95,0,0,0,2,2,2,5,125,125,125,181,181,181,369,1666,1666,1666,1674,1674,1674,1665,967,967,967,1021,1021,1021,1032,612,612,612,591,591,591,552
G3400290723200,2010,New Jersey,34,Ocean County,029,723200,5905,5905,5905,5986,5986,5986,6352,5802,5802,5802,5735,5735,5735,5847,15,15,15,45,45,45,93,5,5,5,6,6,6,3,64,64,64,108,108,108,210,0,0,0,1,1,1,0,19,19,19,39,39,39,80,NA,52,52,52,119,5678,5678,5678,5564,5564,5564,5654,15,15,15,48,48,48,112,5,5,5,4,4,4,3,64,64,64,112,112,112,212,4,4,4,1,1,1,6,139,139,139,257,257,257,365,1835,1835,1835,1963,1963,1963,2097,1650,1650,1650,1807,1807,1807,1923,121,121,121,126,126,126,114
G3400290723300,2010,New Jersey,34,Ocean County,029,723300,6062.67,6060,6141,6535.1,6533,6597,6681,5949.67,5947,6028,6204.03,6202,6264,6043,51,51,51,65,65,65,156,4,4,4,11.03,11,12,4,47,47,47,111,111,111,143,0,0,0,1,1,1,1,11,11,11,58,58,58,166,NA,85.03,85,86,168,5837.67,5835,5916,6014.03,6012,6074,5642,47,47,47,77,77,77,191,4,4,4,12.03,12,13,3,45,45,45,107.03,107,108,151,0,0,0,5,5,5,15,129,129,129,320,320,320,679,2248.2,2247,2283,2398.81,2398,2423,2477,1572.74,1572,1594,1740.72,1740,1762,1855,444.25,444,452,493.06,493,495,477
G3400290723400,2010,New Jersey,34,Ocean County,029,723400,3212.51,3212,3218,3362,3362,3362,3238,3153.51,3153,3159,3292,3292,3292,3111,25,25,25,8,8,8,21,4,4,4,6,6,6,5,21,21,21,15,15,15,50,0,0,0,0,0,0,0,9,9,9,8,8,8,24,NA,33,33,33,27,3115.51,3115,3121,3222,3222,3222,3024,25,25,25,9,9,9,21,4,4,4,6,6,6,3,21,21,21,16,16,16,46,1,1,1,0,0,0,8,46,46,46,109,109,109,136,1748.43,1748,1753,1795,1795,1795,1878,994.17,994,996,1147,1147,1147,1157,251.09,251,252,203,203,203,190
G3400290723500,2010,New Jersey,34,Ocean County,029,723500,2354.49,2349,2355,2665,2665,2665,2560,2319.49,2314,2320,2547,2547,2547,2341,18,18,18,26,26,26,66,10,10,10,5,5,5,1,3,3,3,20,20,20,42,0,0,0,1,1,1,0,4,4,4,41,41,41,61,NA,25,25,25,49,2282.49,2277,2283,2466,2466,2466,2241,16,16,16,38,38,38,83,10,10,10,5,5,5,1,3,3,3,21,21,21,43,0,0,0,0,0,0,5,43,43,43,135,135,135,187,1462.57,1458,1463,1430,1430,1430,1383,684.83,683,685,812,812,812,827,258.91,258,259,260,260,260,239
G3400290723600,2010,New Jersey,34,Ocean County,029,723600,2136.7,2024,2174,2367.23,2243,2474,2375,2089.97,1982,2127,2272.97,2153,2376,2226,10.95,10,11,24,24,24,51,2,2,2,3,3,3,10,16.79,13,17,21.06,20,22,32,0,0,0,0,0,0,0,17,17,17,12.95,12,13,20,NA,33.25,31,36,36,2052.02,1945,2089,2229.32,2109,2335,2148,8,8,8,26,26,26,61,2,2,2,2,2,2,5,16.79,13,17,22.06,21,23,32,0,0,0,0,0,0,5,57.89,56,58,87.85,85,88,124,1049.75,995,1083,1091.43,1026,1145,1103,695.94,660,711,782.72,738,822,790,166.82,157,169,184.65,176,186,175
G3400290724000,2010,New Jersey,34,Ocean County,029,724000,3869,3869,3951,3634,3634,3634,3684,2961,2961,2965,2637,2637,2637,2490,725,725,802,769,769,769,712,12,12,13,5,5,5,21,45,45,45,25,25,25,23,0,0,0,0,0,0,0,126,126,126,91,91,91,263,NA,107,107,107,175,2841,2841,2844,2478,2478,2478,2195,699,699,774,774,774,774,734,11,11,12,3,3,3,8,45,45,45,33,33,33,24,11,11,11,9,9,9,5,262,262,265,337,337,337,718,1133,1133,1158,1123,1123,1123,1160,898,898,916,875,875,875,879,175,175,179,198,198,198,219
G3400290725001,2010,New Jersey,34,Ocean County,029,725001,2611.34,2562,2789,2705.14,2705,2789,2883,2543.83,2495,2714,2606.14,2606,2690,2659,14.5,14,17,20,20,20,38,2,2,2,1,1,1,1,23.01,23,28,42,42,42,51,0,0,0,0,0,0,0,28,28,28,18,18,18,81,NA,18,18,18,53,2515.5,2468,2679,2559.13,2559,2640,2589,9.5,9,12,27,27,27,48,2,2,2,1,1,1,0,19.01,19,24,42,42,42,51,0,0,0,0,0,0,0,65.33,64,72,76,76,79,195,926.69,910,988,975.05,975,1003,1023,764.87,755,805,841.04,841,865,872,110.69,104,130,99.01,99,103,109
G3400290725002,2010,New Jersey,34,Ocean County,029,725002,4714.14,4673,5355,5604.24,5602,6028,5885,4638.14,4597,5264,5388.24,5386,5811,5547,23,23,32,44,44,44,106,3,3,4,10,10,10,6,41,41,41,55.01,55,56,82,0,0,0,6,6,6,1,9,9,14,36,36,36,86,NA,65,65,65,57,4555.13,4514,5164,5260.23,5258,5681,5300,20,20,29,55,55,55,115,3,3,4,10,10,10,6,41,41,41,60.01,60,61,83,1,1,1,0,0,0,3,94.01,94,116,219.01,219,221,378,1515.05,1500,1709,1840.7,1840,1973,1964,1321.04,1308,1490,1646.65,1646,1769,1761,134,133,145,147.03,147,153,152
G3400290725100,2010,New Jersey,34,Ocean County,029,725100,1998.66,1821,2089,2067.86,1984,2068,2277,1962.17,1792,2052,1932.86,1849,1933,2045,11.5,9,12,37,37,37,54,1,1,1,2,2,2,1,19.99,15,20,20,20,20,33,0,0,0,0,0,0,0,4,4,4,61,61,61,102,NA,15,15,15,42,1907.5,1744,1996,1863.87,1783,1864,1852,11.5,9,12,39,39,39,67,1,1,1,2,2,2,0,19.99,15,20,18,18,18,33,0,0,0,2,2,2,0,58.67,52,60,143,140,143,325,802.31,741,834,807.95,780,808,839,570.13,530,593,595.96,572,596,605,146.31,127,154,145.99,142,146,183
G3400290726000,2010,New Jersey,34,Ocean County,029,726000,1466.63,1351,1582,1741.68,1573,1868,1673,1459.37,1344,1570,1703,1540,1825,1603,4.05,4,5,2,2,2,4,1,1,1,7.97,7,8,2,1.21,1,5,10.94,10,12,23,0,0,0,0,0,0,0,1,1,1,1.05,1,2,6,NA,16.72,13,19,35,1447.31,1332,1557,1688.65,1523,1811,1598,4,4,4,8,8,8,11,1,1,1,7.97,7,8,1,1.21,1,5,12.9,11,14,23,0,0,0,0,0,0,0,13.11,13,15,24.15,24,27,40,690.04,622,746,802.75,725,869,831,473.32,437,510,612.56,552,658,593,81.93,72,92,89.28,86,98,90
G3400290727001,2010,New Jersey,34,Ocean County,029,727001,2299,2299,2299,2665,2665,2665,1853,2289,2289,2289,2615,2615,2615,1818,1,1,1,7,7,7,2,2,2,2,3,3,3,0,3,3,3,4,4,4,5,3,3,3,0,0,0,0,1,1,1,17,17,17,19,NA,19,19,19,9,2268,2268,2268,2603,2603,2603,1788,1,1,1,11,11,11,4,2,2,2,2,2,2,0,6,6,6,5,5,5,5,0,0,0,1,1,1,0,22,22,22,43,43,43,56,3069,3069,3069,3210,3210,3210,3151,760,760,760,908,908,908,738,310,310,310,300,300,300,195
G3400290727002,2010,New Jersey,34,Ocean County,029,727002,1544.22,1537,1572,1594,1594,1594,1209,1540.22,1533,1568,1577,1577,1577,1159,1,1,1,1,1,1,3,0,0,0,5,5,5,0,3,3,3,4,4,4,2,0,0,0,0,0,0,0,0,0,0,1,1,1,23,NA,6,6,6,22,1508.22,1501,1536,1550,1550,1550,1122,1,1,1,3,3,3,10,0,0,0,3,3,3,0,3,3,3,4,4,4,2,0,0,0,0,0,0,4,32,32,32,34,34,34,71,2533.49,2527,2565,2622,2622,2622,2658,490.45,489,498,631,631,631,498,243.86,242,249,231,231,231,166
